x,x_dot,sin_theta,cos_theta,theta_dot,control,x(t+1),X_dot(t+1),sin_theta(t+1),cos_theta(t+1),theta_dot(t+1)
-0.33487322,0.72641237,-0.40415499,0.91469052,0.77779848,-2.36739922,-0.33124116,0.72629085,-0.40059472,0.91625535,0.77040878
-0.33124116,0.72629085,-0.40059472,0.91625535,0.77040878,-2.36053407,-0.32760971,0.72617034,-0.3970623,0.91779166,0.76308426
-0.32760971,0.72617034,-0.3970623,0.91779166,0.76308426,-2.353532,-0.32397886,0.72605065,-0.39355765,0.91929994,0.75582449
-0.32397886,0.72605065,-0.39355765,0.91929994,0.75582449,-2.34639729,-0.3203486,0.72593159,-0.3900807,0.92078067,0.748629
-0.3203486,0.72593159,-0.3900807,0.92078067,0.748629,-2.33913417,-0.31671895,0.725813,-0.38663136,0.92223435,0.74149735
-0.31671895,0.725813,-0.38663136,0.92223435,0.74149735,-2.33174678,-0.31308988,0.7256947,-0.38320954,0.92366143,0.73442909
-0.31308988,0.7256947,-0.38320954,0.92366143,0.73442909,-2.32423919,-0.30946141,0.72557654,-0.37981515,0.92506241,0.72742376
-0.30946141,0.72557654,-0.37981515,0.92506241,0.72742376,-2.31661541,-0.30583352,0.72545837,-0.37644808,0.92643772,0.72048092
-0.30583352,0.72545837,-0.37644808,0.92643772,0.72048092,-2.30887936,-0.30220623,0.72534004,-0.37310824,0.92778782,0.7136001
-0.30220623,0.72534004,-0.37310824,0.92778782,0.7136001,-2.30103492,-0.29857953,0.72522141,-0.36979553,0.92911316,0.70678086
-0.29857953,0.72522141,-0.36979553,0.92911316,0.70678086,-2.29308586,-0.29495343,0.72510236,-0.36650983,0.93041418,0.70002274
-0.29495343,0.72510236,-0.36650983,0.93041418,0.70002274,-2.2850359,-0.29132791,0.72498275,-0.36325103,0.9316913,0.69332528
-0.29132791,0.72498275,-0.36325103,0.9316913,0.69332528,-2.27688871,-0.287703,0.72486247,-0.36001903,0.93294496,0.68668804
-0.287703,0.72486247,-0.36001903,0.93294496,0.68668804,-2.26864785,-0.28407869,0.72474141,-0.35681371,0.93417556,0.68011055
-0.28407869,0.72474141,-0.35681371,0.93417556,0.68011055,-2.26031686,-0.28045498,0.72461946,-0.35363494,0.93538352,0.67359237
-0.28045498,0.72461946,-0.35363494,0.93538352,0.67359237,-2.25189917,-0.27683188,0.72449653,-0.3504826,0.93656924,0.66713304
-0.27683188,0.72449653,-0.3504826,0.93656924,0.66713304,-2.24339817,-0.2732094,0.7243725,-0.34735657,0.93773312,0.66073211
-0.2732094,0.7243725,-0.34735657,0.93773312,0.66073211,-2.23481717,-0.26958754,0.7242473,-0.34425673,0.93887555,0.65438913
-0.26958754,0.7242473,-0.34425673,0.93887555,0.65438913,-2.22615944,-0.2659663,0.72412084,-0.34118295,0.93999691,0.64810364
-0.2659663,0.72412084,-0.34118295,0.93999691,0.64810364,-2.21742815,-0.2623457,0.72399304,-0.33813508,0.94109759,0.6418752
-0.2623457,0.72399304,-0.33813508,0.94109759,0.6418752,-2.20862642,-0.25872573,0.72386383,-0.33511301,0.94217794,0.63570336
-0.25872573,0.72386383,-0.33511301,0.94217794,0.63570336,-2.19975733,-0.25510641,0.72373313,-0.33211659,0.94323834,0.62958766
-0.25510641,0.72373313,-0.33211659,0.94323834,0.62958766,-2.19082387,-0.25148775,0.72360087,-0.3291457,0.94427915,0.62352765
-0.25148775,0.72360087,-0.3291457,0.94427915,0.62352765,-2.18182899,-0.24786974,0.723467,-0.32620018,0.94530072,0.6175229
-0.24786974,0.723467,-0.32620018,0.94530072,0.6175229,-2.17277555,-0.24425241,0.72333145,-0.32327991,0.94630339,0.61157295
-0.24425241,0.72333145,-0.32327991,0.94630339,0.61157295,-2.16366638,-0.24063575,0.72319418,-0.32038473,0.94728751,0.60567737
-0.24063575,0.72319418,-0.32038473,0.94728751,0.60567737,-2.15450424,-0.23701978,0.72305513,-0.31751451,0.94825341,0.5998357
-0.23701978,0.72305513,-0.31751451,0.94825341,0.5998357,-2.14529182,-0.2334045,0.72291426,-0.31466911,0.94920143,0.5940475
-0.2334045,0.72291426,-0.31466911,0.94920143,0.5940475,-2.13603179,-0.22978993,0.72277152,-0.31184837,0.95013188,0.58831234
-0.22978993,0.72277152,-0.31184837,0.95013188,0.58831234,-2.12672672,-0.22617607,0.72262688,-0.30905215,0.95104509,0.58262978
-0.22617607,0.72262688,-0.30905215,0.95104509,0.58262978,-2.11737914,-0.22256294,0.72248029,-0.30628031,0.95194137,0.57699937
-0.22256294,0.72248029,-0.30628031,0.95194137,0.57699937,-2.10799154,-0.21895054,0.72233173,-0.30353269,0.95282102,0.57142068
-0.21895054,0.72233173,-0.30353269,0.95282102,0.57142068,-2.09856634,-0.21533888,0.72218117,-0.30080915,0.95368436,0.56589328
-0.21533888,0.72218117,-0.30080915,0.95368436,0.56589328,-2.08910591,-0.21172797,0.72202857,-0.29810953,0.95453167,0.56041674
-0.21172797,0.72202857,-0.29810953,0.95453167,0.56041674,-2.07961257,-0.20811783,0.72187392,-0.29543369,0.95536325,0.55499061
-0.20811783,0.72187392,-0.29543369,0.95536325,0.55499061,-2.07008858,-0.20450846,0.7217172,-0.29278146,0.95617938,0.54961448
-0.20450846,0.7217172,-0.29278146,0.95617938,0.54961448,-2.06053615,-0.20089988,0.72155838,-0.29015271,0.95698036,0.54428792
-0.20089988,0.72155838,-0.29015271,0.95698036,0.54428792,-2.05095747,-0.19729208,0.72139745,-0.28754728,0.95776645,0.5390105
-0.19729208,0.72139745,-0.28754728,0.95776645,0.5390105,-2.04135463,-0.1936851,0.7212344,-0.284965,0.95853792,0.53378179
-0.1936851,0.7212344,-0.284965,0.95853792,0.53378179,-2.03172972,-0.19007892,0.72106922,-0.28240574,0.95929505,0.52860139
-0.19007892,0.72106922,-0.28240574,0.95929505,0.52860139,-2.02208474,-0.18647358,0.72090189,-0.27986934,0.9600381,0.52346885
-0.18647358,0.72090189,-0.27986934,0.9600381,0.52346885,-2.01242167,-0.18286907,0.72073241,-0.27735563,0.96076733,0.51838378
-0.18286907,0.72073241,-0.27735563,0.96076733,0.51838378,-2.00274243,-0.17926541,0.72056077,-0.27486447,0.96148298,0.51334575
-0.17926541,0.72056077,-0.27486447,0.96148298,0.51334575,-1.99304891,-0.1756626,0.72038698,-0.2723957,0.96218532,0.50835435
-0.1756626,0.72038698,-0.2723957,0.96218532,0.50835435,-1.98334295,-0.17206067,0.72021103,-0.26994917,0.96287457,0.50340917
-0.17206067,0.72021103,-0.26994917,0.96287457,0.50340917,-1.97362633,-0.16845961,0.72003292,-0.26752472,0.963551,0.4985098
-0.16845961,0.72003292,-0.26752472,0.963551,0.4985098,-1.96390081,-0.16485945,0.71985265,-0.26512219,0.96421482,0.49365583
-0.16485945,0.71985265,-0.26512219,0.96421482,0.49365583,-1.95416808,-0.16126019,0.71967024,-0.26274143,0.96486628,0.48884686
-0.16126019,0.71967024,-0.26274143,0.96486628,0.48884686,-1.94442982,-0.15766183,0.71948568,-0.26038229,0.9655056,0.48408249
-0.15766183,0.71948568,-0.26038229,0.9655056,0.48408249,-1.93468764,-0.15406441,0.71929899,-0.25804461,0.966133,0.47936232
-0.15406441,0.71929899,-0.25804461,0.966133,0.47936232,-1.92494313,-0.15046791,0.71911016,-0.25572823,0.96674871,0.47468594
-0.15046791,0.71911016,-0.25572823,0.96674871,0.47468594,-1.91519784,-0.14687236,0.71891922,-0.253433,0.96735294,0.47005297
-0.14687236,0.71891922,-0.253433,0.96735294,0.47005297,-1.90545326,-0.14327776,0.71872617,-0.25115877,0.9679459,0.465463
-0.14327776,0.71872617,-0.25115877,0.9679459,0.465463,-1.89571087,-0.13968413,0.71853103,-0.24890538,0.96852781,0.46091566
-0.13968413,0.71853103,-0.24890538,0.96852781,0.46091566,-1.88597208,-0.13609148,0.71833381,-0.24667267,0.96909886,0.45641055
-0.13609148,0.71833381,-0.24667267,0.96909886,0.45641055,-1.8762383,-0.13249981,0.71813452,-0.24446049,0.96965925,0.45194729
-0.13249981,0.71813452,-0.24446049,0.96965925,0.45194729,-1.86651088,-0.12890914,0.71793319,-0.2422687,0.97020919,0.44752549
-0.12890914,0.71793319,-0.2422687,0.97020919,0.44752549,-1.85679113,-0.12531947,0.71772983,-0.24009713,0.97074887,0.44314477
-0.12531947,0.71772983,-0.24009713,0.97074887,0.44314477,-1.84708035,-0.12173082,0.71752445,-0.23794563,0.97127848,0.43880476
-0.12173082,0.71752445,-0.23794563,0.97127848,0.43880476,-1.83737978,-0.1181432,0.71731708,-0.23581405,0.9717982,0.43450507
-0.1181432,0.71731708,-0.23581405,0.9717982,0.43450507,-1.82769063,-0.11455661,0.71710773,-0.23370224,0.97230821,0.43024534
-0.11455661,0.71710773,-0.23370224,0.97230821,0.43024534,-1.8180141,-0.11097108,0.71689643,-0.23161004,0.97280871,0.42602519
-0.11097108,0.71689643,-0.23161004,0.97280871,0.42602519,-1.80835133,-0.10738659,0.7166832,-0.22953731,0.97329986,0.42184425
-0.10738659,0.7166832,-0.22953731,0.97329986,0.42184425,-1.79870345,-0.10380318,0.71646806,-0.2274839,0.97378184,0.41770217
-0.10380318,0.71646806,-0.2274839,0.97378184,0.41770217,-1.78907154,-0.10022084,0.71625103,-0.22544965,0.97425482,0.41359856
-0.10022084,0.71625103,-0.22544965,0.97425482,0.41359856,-1.77945666,-0.09663958,0.71603215,-0.22343442,0.97471897,0.40953309
-0.09663958,0.71603215,-0.22343442,0.97471897,0.40953309,-1.76985984,-0.09305942,0.71581142,-0.22143805,0.97517444,0.40550537
-0.09305942,0.71581142,-0.22143805,0.97517444,0.40550537,-1.76028208,-0.08948036,0.71558887,-0.21946041,0.97562141,0.40151507
-0.08948036,0.71558887,-0.21946041,0.97562141,0.40151507,-1.75072435,-0.08590242,0.71536454,-0.21750133,0.97606002,0.39756182
-0.08590242,0.71536454,-0.21750133,0.97606002,0.39756182,-1.74118759,-0.0823256,0.71513845,-0.21556068,0.97649045,0.39364528
-0.0823256,0.71513845,-0.21556068,0.97649045,0.39364528,-1.73167271,-0.0787499,0.71491061,-0.21363831,0.97691283,0.38976509
-0.0787499,0.71491061,-0.21363831,0.97691283,0.38976509,-1.7221806,-0.07517535,0.71468107,-0.21173408,0.97732732,0.38592092
-0.07517535,0.71468107,-0.21173408,0.97732732,0.38592092,-1.71271212,-0.07160195,0.71444984,-0.20984783,0.97773406,0.38211241
-0.07160195,0.71444984,-0.20984783,0.97773406,0.38211241,-1.70326811,-0.0680297,0.71421696,-0.20797942,0.9781332,0.37833922
-0.0680297,0.71421696,-0.20797942,0.9781332,0.37833922,-1.69384937,-0.06445861,0.71398244,-0.20612872,0.97852488,0.37460103
-0.06445861,0.71398244,-0.20612872,0.97852488,0.37460103,-1.68445669,-0.0608887,0.71374633,-0.20429558,0.97890925,0.37089748
-0.0608887,0.71374633,-0.20429558,0.97890925,0.37089748,-1.67509083,-0.05731997,0.71350864,-0.20247985,0.97928643,0.36722826
-0.05731997,0.71350864,-0.20247985,0.97928643,0.36722826,-1.66575253,-0.05375242,0.71326941,-0.20068141,0.97965656,0.36359302
-0.05375242,0.71326941,-0.20068141,0.97965656,0.36359302,-1.65644249,-0.05018608,0.71302866,-0.19890009,0.98001977,0.35999144
-0.05018608,0.71302866,-0.19890009,0.98001977,0.35999144,-1.64716141,-0.04662093,0.71278643,-0.19713578,0.9803762,0.3564232
-0.04662093,0.71278643,-0.19713578,0.9803762,0.3564232,-1.63790994,-0.043057,0.71254273,-0.19538832,0.98072596,0.35288796
-0.043057,0.71254273,-0.19538832,0.98072596,0.35288796,-1.62868874,-0.03949429,0.71229761,-0.19365759,0.98106918,0.34938541
-0.03949429,0.71229761,-0.19365759,0.98106918,0.34938541,-1.61949844,-0.0359328,0.71205109,-0.19194344,0.98140599,0.34591523
-0.0359328,0.71205109,-0.19194344,0.98140599,0.34591523,-1.61033962,-0.03237255,0.7118032,-0.19024573,0.9817365,0.34247711
-0.03237255,0.7118032,-0.19024573,0.9817365,0.34247711,-1.60121287,-0.02881353,0.71155397,-0.18856434,0.98206084,0.33907073
-0.02881353,0.71155397,-0.18856434,0.98206084,0.33907073,-1.59211876,-0.02525576,0.71130342,-0.18689913,0.98237911,0.33569578
-0.02525576,0.71130342,-0.18689913,0.98237911,0.33569578,-1.58305782,-0.02169924,0.7110516,-0.18524997,0.98269143,0.33235194
-0.02169924,0.7110516,-0.18524997,0.98269143,0.33235194,-1.57403057,-0.01814398,0.71079852,-0.18361672,0.98299792,0.32903893
-0.01814398,0.71079852,-0.18361672,0.98299792,0.32903893,-1.56503752,-0.01458999,0.71054422,-0.18199925,0.98329867,0.32575642
-0.01458999,0.71054422,-0.18199925,0.98329867,0.32575642,-1.55607916,-0.01103727,0.71028873,-0.18039743,0.9835938,0.32250413
-0.01103727,0.71028873,-0.18039743,0.9835938,0.32250413,-1.54715594,-0.00748583,0.71003207,-0.17881113,0.98388342,0.31928174
-0.00748583,0.71003207,-0.17881113,0.98388342,0.31928174,-1.53826831,-0.00393567,0.70977428,-0.17724022,0.98416762,0.31608897
-0.00393567,0.70977428,-0.17724022,0.98416762,0.31608897,-1.52941671,-0.000386795,0.70951539,-0.175684576,0.984446509,0.312925519
-0.000386795,0.70951539,-0.175684576,0.984446509,0.312925519,-1.52060155,0.00316078,0.70925542,-0.17414407,0.98472019,0.3097911
0.00316078,0.70925542,-0.17414407,0.98472019,0.3097911,-1.51182323,0.00670706,0.70899441,-0.17261857,0.98498875,0.30668541
0.00670706,0.70899441,-0.17261857,0.98498875,0.30668541,-1.50308212,0.01025203,0.70873238,-0.17110796,0.98525229,0.30360818
0.01025203,0.70873238,-0.17110796,0.98525229,0.30360818,-1.4943786,0.01379569,0.70846937,-0.16961211,0.9855109,0.30055911
0.01379569,0.70846937,-0.16961211,0.9855109,0.30055911,-1.48571301,0.01733804,0.70820539,-0.1681309,0.98576468,0.29753793
0.01733804,0.70820539,-0.1681309,0.98576468,0.29753793,-1.47708568,0.02087907,0.70794049,-0.1666642,0.98601371,0.29454435
0.02087907,0.70794049,-0.1666642,0.98601371,0.29454435,-1.46849693,0.02441877,0.70767469,-0.1652119,0.98625809,0.2915781
0.02441877,0.70767469,-0.1652119,0.98625809,0.2915781,-1.45994707,0.02795714,0.70740802,-0.16377387,0.98649791,0.2886389
0.02795714,0.70740802,-0.16377387,0.98649791,0.2886389,-1.4514364,0.03149418,0.70714051,-0.16234999,0.98673324,0.28572647
0.03149418,0.70714051,-0.16234999,0.98673324,0.28572647,-1.44296517,0.03502989,0.70687219,-0.16094014,0.98696417,0.28284056
0.03502989,0.70687219,-0.16094014,0.98696417,0.28284056,-1.43453367,0.03856425,0.70660308,-0.15954422,0.98719078,0.27998087
0.03856425,0.70660308,-0.15954422,0.98719078,0.27998087,-1.42614213,0.04209726,0.70633321,-0.15816209,0.98741316,0.27714716
0.04209726,0.70633321,-0.15816209,0.98741316,0.27714716,-1.41779079,0.04562893,0.70606262,-0.15679364,0.98763139,0.27433916
0.04562893,0.70606262,-0.15679364,0.98763139,0.27433916,-1.40947988,0.04915924,0.70579133,-0.15543877,0.98784553,0.2715566
0.04915924,0.70579133,-0.15543877,0.98784553,0.2715566,-1.40120962,0.0526882,0.70551936,-0.15409734,0.98805567,0.26879922
0.0526882,0.70551936,-0.15409734,0.98805567,0.26879922,-1.39298018,0.05621579,0.70524675,-0.15276926,0.98826188,0.26606677
0.05621579,0.70524675,-0.15276926,0.98826188,0.26606677,-1.38479178,0.05974203,0.70497352,-0.15145441,0.98846424,0.26335899
0.05974203,0.70497352,-0.15145441,0.98846424,0.26335899,-1.37664457,0.0632669,0.7046997,-0.15015267,0.98866282,0.26067562
0.0632669,0.7046997,-0.15015267,0.98866282,0.26067562,-1.36853873,0.06679039,0.70442532,-0.14886394,0.98885769,0.25801642
0.06679039,0.70442532,-0.14886394,0.98885769,0.25801642,-1.36047441,0.07031252,0.7041504,-0.14758811,0.98904891,0.25538113
0.07031252,0.7041504,-0.14758811,0.98904891,0.25538113,-1.35245176,0.07383327,0.70387497,-0.14632507,0.98923656,0.25276952
0.07383327,0.70387497,-0.14632507,0.98923656,0.25276952,-1.34447089,0.07735265,0.70359905,-0.14507471,0.9894207,0.25018132
0.07735265,0.70359905,-0.14507471,0.9894207,0.25018132,-1.33653194,0.08087064,0.70332268,-0.14383692,0.9896014,0.24761631
0.08087064,0.70332268,-0.14383692,0.9896014,0.24761631,-1.32863503,0.08438726,0.70304588,-0.14261161,0.98977873,0.24507423
0.08438726,0.70304588,-0.14261161,0.98977873,0.24507423,-1.32078024,0.08790249,0.70276867,-0.14139865,0.98995274,0.24255486
0.08790249,0.70276867,-0.14139865,0.98995274,0.24255486,-1.31296767,0.09141633,0.70249109,-0.14019796,0.99012349,0.24005794
0.09141633,0.70249109,-0.14019796,0.99012349,0.24005794,-1.30519741,0.09492878,0.70221315,-0.13900943,0.99029106,0.23758326
0.09492878,0.70221315,-0.13900943,0.99029106,0.23758326,-1.29746953,0.09843985,0.70193487,-0.13783294,0.99045549,0.23513056
0.09843985,0.70193487,-0.13783294,0.99045549,0.23513056,-1.28978409,0.10194952,0.7016563,-0.13666842,0.99061685,0.23269963
0.10194952,0.7016563,-0.13666842,0.99061685,0.23269963,-1.28214116,0.10545781,0.70137744,-0.13551574,0.99077519,0.23029024
0.10545781,0.70137744,-0.13551574,0.99077519,0.23029024,-1.27454077,0.10896469,0.70109833,-0.13437483,0.99093058,0.22790215
0.10896469,0.70109833,-0.13437483,0.99093058,0.22790215,-1.26698297,0.11247018,0.70081899,-0.13324556,0.99108305,0.22553514
0.11247018,0.70081899,-0.13324556,0.99108305,0.22553514,-1.2594678,0.11597428,0.70053944,-0.13212786,0.99123268,0.22318898
0.11597428,0.70053944,-0.13212786,0.99123268,0.22318898,-1.25199527,0.11947698,0.70025971,-0.13102161,0.99137951,0.22086347
0.11947698,0.70025971,-0.13102161,0.99137951,0.22086347,-1.24456539,0.12297828,0.69997982,-0.12992674,0.9915236,0.21855836
0.12297828,0.69997982,-0.12992674,0.9915236,0.21855836,-1.23717819,0.12647817,0.6996998,-0.12884313,0.99166499,0.21627346
0.12647817,0.6996998,-0.12884313,0.99166499,0.21627346,-1.22983366,0.12997667,0.69941966,-0.1277707,0.99180373,0.21400854
0.12997667,0.69941966,-0.1277707,0.99180373,0.21400854,-1.22253179,0.13347377,0.69913943,-0.12670936,0.99193989,0.21176338
0.13347377,0.69913943,-0.12670936,0.99193989,0.21176338,-1.21527257,0.13696947,0.69885913,-0.125659,0.99207349,0.20953778
0.13696947,0.69885913,-0.125659,0.99207349,0.20953778,-1.20805599,0.14046376,0.69857879,-0.12461955,0.9922046,0.20733152
0.14046376,0.69857879,-0.12461955,0.9922046,0.20733152,-1.20088201,0.14395666,0.69829843,-0.12359091,0.99233325,0.2051444
0.14395666,0.69829843,-0.12359091,0.99233325,0.2051444,-1.1937506,0.14744815,0.69801806,-0.12257298,0.9924595,0.20297621
0.14744815,0.69801806,-0.12257298,0.9924595,0.20297621,-1.18666172,0.15093824,0.69773772,-0.12156569,0.99258339,0.20082674
0.15093824,0.69773772,-0.12156569,0.99258339,0.20082674,-1.17961533,0.15442693,0.69745743,-0.12056895,0.99270496,0.19869578
0.15442693,0.69745743,-0.12056895,0.99270496,0.19869578,-1.17261138,0.15791422,0.69717719,-0.11958265,0.99282425,0.19658315
0.15791422,0.69717719,-0.11958265,0.99282425,0.19658315,-1.16564981,0.1614001,0.69689704,-0.11860673,0.99294131,0.19448863
0.1614001,0.69689704,-0.11860673,0.99294131,0.19448863,-1.15873056,0.16488459,0.696617,-0.1176411,0.99305618,0.19241202
0.16488459,0.696617,-0.1176411,0.99305618,0.19241202,-1.15185355,0.16836767,0.69633709,-0.11668567,0.9931689,0.19035314
0.16836767,0.69633709,-0.11668567,0.9931689,0.19035314,-1.14501871,0.17184936,0.69605733,-0.11574035,0.9932795,0.18831178
0.17184936,0.69605733,-0.11574035,0.9932795,0.18831178,-1.13822598,0.17532965,0.69577773,-0.11480507,0.99338804,0.18628775
0.17532965,0.69577773,-0.11480507,0.99338804,0.18628775,-1.13147525,0.17880853,0.69549833,-0.11387974,0.99349454,0.18428086
0.17880853,0.69549833,-0.11387974,0.99349454,0.18428086,-1.12476644,0.18228603,0.69521913,-0.11296428,0.99359905,0.18229092
0.18228603,0.69521913,-0.11296428,0.99359905,0.18229092,-1.11809946,0.18576212,0.69494017,-0.11205861,0.9937016,0.18031773
0.18576212,0.69494017,-0.11205861,0.9937016,0.18031773,-1.11147421,0.18923682,0.69466145,-0.11116266,0.99380223,0.17836112
0.18923682,0.69466145,-0.11116266,0.99380223,0.17836112,-1.10489059,0.19271013,0.694383,-0.11027633,0.99390097,0.17642089
0.19271013,0.694383,-0.11027633,0.99390097,0.17642089,-1.09834848,0.19618204,0.69410484,-0.10939957,0.99399785,0.17449686
0.19618204,0.69410484,-0.10939957,0.99399785,0.17449686,-1.09184778,0.19965257,0.69382698,-0.10853228,0.99409293,0.17258885
0.19965257,0.69382698,-0.10853228,0.99409293,0.17258885,-1.08538836,0.2031217,0.69354945,-0.10767439,0.99418621,0.17069668
0.2031217,0.69354945,-0.10767439,0.99418621,0.17069668,-1.07897011,0.20658945,0.69327226,-0.10682583,0.99427775,0.16882016
0.20658945,0.69327226,-0.10682583,0.99427775,0.16882016,-1.0725929,0.21005581,0.69299544,-0.10598652,0.99436757,0.16695912
0.21005581,0.69299544,-0.10598652,0.99436757,0.16695912,-1.0662566,0.21352079,0.692719,-0.10515639,0.9944557,0.16511338
0.21352079,0.692719,-0.10515639,0.9944557,0.16511338,-1.05996108,0.21698438,0.69244295,-0.10433536,0.99454217,0.16328276
0.21698438,0.69244295,-0.10433536,0.99454217,0.16328276,-1.05370621,0.2204466,0.69216732,-0.10352337,0.99462702,0.16146709
0.2204466,0.69216732,-0.10352337,0.99462702,0.16146709,-1.04749183,0.22390744,0.69189213,-0.10272034,0.99471028,0.1596662
0.22390744,0.69189213,-0.10272034,0.99471028,0.1596662,-1.04131782,0.2273669,0.69161739,-0.1019262,0.99479196,0.15787992
0.2273669,0.69161739,-0.1019262,0.99479196,0.15787992,-1.03518401,0.23082498,0.69134312,-0.10114088,0.99487211,0.15610807
0.23082498,0.69134312,-0.10114088,0.99487211,0.15610807,-1.02909027,0.2342817,0.69106934,-0.10036431,0.99495076,0.15435049
0.2342817,0.69106934,-0.10036431,0.99495076,0.15435049,-1.02303643,0.23773705,0.69079607,-0.09959643,0.99502792,0.152607
0.23773705,0.69079607,-0.09959643,0.99502792,0.152607,-1.01702233,0.24119103,0.69052331,-0.09883716,0.99510362,0.15087745
0.24119103,0.69052331,-0.09883716,0.99510362,0.15087745,-1.01104783,0.24464364,0.6902511,-0.09808643,0.9951779,0.14916167
0.24464364,0.6902511,-0.09808643,0.9951779,0.14916167,-1.00511275,0.2480949,0.68997943,-0.09734419,0.99525078,0.14745949
0.2480949,0.68997943,-0.09734419,0.99525078,0.14745949,-0.99921692,0.25154479,0.68970835,-0.09661037,0.99532228,0.14577075
0.25154479,0.68970835,-0.09661037,0.99532228,0.14577075,-0.99336019,0.25499334,0.68943785,-0.0958849,0.99539243,0.14409529
0.25499334,0.68943785,-0.0958849,0.99539243,0.14409529,-0.98754236,0.25844053,0.68916795,-0.09516772,0.99546125,0.14243295
0.25844053,0.68916795,-0.09516772,0.99546125,0.14243295,-0.98176328,0.26188637,0.68889868,-0.09445876,0.99552877,0.14078358
0.26188637,0.68889868,-0.09445876,0.99552877,0.14078358,-0.97602276,0.26533086,0.68863004,-0.09375797,0.99559502,0.13914701
0.26533086,0.68863004,-0.09375797,0.99559502,0.13914701,-0.97032063,0.26877401,0.68836206,-0.09306528,0.99566001,0.13752309
0.26877401,0.68836206,-0.09306528,0.99566001,0.13752309,-0.96465669,0.27221582,0.68809474,-0.09238062,0.99572377,0.13591166
0.27221582,0.68809474,-0.09238062,0.99572377,0.13591166,-0.95903076,0.27565629,0.68782811,-0.09170395,0.99578632,0.13431258
0.27565629,0.68782811,-0.09170395,0.99578632,0.13431258,-0.95344266,0.27909543,0.68756218,-0.0910352,0.99584768,0.13272568
0.27909543,0.68756218,-0.0910352,0.99584768,0.13272568,-0.94789219,0.28253324,0.68729697,-0.0903743,0.99590787,0.13115081
0.28253324,0.68729697,-0.0903743,0.99590787,0.13115081,-0.94237917,0.28596973,0.68703249,-0.08972121,0.99596692,0.12958783
0.28596973,0.68703249,-0.08972121,0.99596692,0.12958783,-0.9369034,0.28940489,0.68676875,-0.08907587,0.99602484,0.12803659
0.28940489,0.68676875,-0.08907587,0.99602484,0.12803659,-0.93146467,0.29283874,0.68650578,-0.08843821,0.99608166,0.12649693
0.29283874,0.68650578,-0.08843821,0.99608166,0.12649693,-0.9260628,0.29627126,0.68624358,-0.08780819,0.9961374,0.12496872
0.29627126,0.68624358,-0.08780819,0.9961374,0.12496872,-0.92069758,0.29970248,0.68598217,-0.08718574,0.99619207,0.12345179
0.29970248,0.68598217,-0.08718574,0.99619207,0.12345179,-0.9153688,0.30313239,0.68572157,-0.08657082,0.9962457,0.12194602
0.30313239,0.68572157,-0.08657082,0.9962457,0.12194602,-0.91007627,0.306561,0.6854618,-0.08596336,0.9962983,0.12045125
0.306561,0.6854618,-0.08596336,0.9962983,0.12045125,-0.90481977,0.30998831,0.68520286,-0.08536332,0.99634989,0.11896735
0.30998831,0.68520286,-0.08536332,0.99634989,0.11896735,-0.8995991,0.31341432,0.68494477,-0.08477064,0.99640049,0.11749416
0.31341432,0.68494477,-0.08477064,0.99640049,0.11749416,-0.89441404,0.31683905,0.68468754,-0.08418527,0.99645012,0.11603156
0.31683905,0.68468754,-0.08418527,0.99645012,0.11603156,-0.88926439,0.32026249,0.6844312,-0.08360715,0.99649879,0.11457939
0.32026249,0.6844312,-0.08360715,0.99649879,0.11457939,-0.88414992,0.32368464,0.68417575,-0.08303625,0.99654653,0.11313752
0.32368464,0.68417575,-0.08303625,0.99654653,0.11313752,-0.87907043,0.32710552,0.68392121,-0.0824725,0.99659334,0.11170582
0.32710552,0.68392121,-0.0824725,0.99659334,0.11170582,-0.87402569,0.33052513,0.6836676,-0.08191586,0.99663925,0.11028414
0.33052513,0.6836676,-0.08191586,0.99663925,0.11028414,-0.86901548,0.33394346,0.68341492,-0.08136628,0.99668427,0.10887235
0.33394346,0.68341492,-0.08136628,0.99668427,0.10887235,-0.86403959,0.33736054,0.68316319,-0.08082371,0.99672841,0.10747032
0.33736054,0.68316319,-0.08082371,0.99672841,0.10747032,-0.85909779,0.34077636,0.68291243,-0.08028811,0.9967717,0.1060779
0.34077636,0.68291243,-0.08028811,0.9967717,0.1060779,-0.85418985,0.34419092,0.68266265,-0.07975942,0.99681414,0.10469497
0.34419092,0.68266265,-0.07975942,0.99681414,0.10469497,-0.84931556,0.34760423,0.68241386,-0.0792376,0.99685576,0.1033214
0.34760423,0.68241386,-0.0792376,0.99685576,0.1033214,-0.84447468,0.3510163,0.68216609,-0.07872261,0.99689656,0.10195704
0.3510163,0.68216609,-0.07872261,0.99689656,0.10195704,-0.83966699,0.35442713,0.68191933,-0.0782144,0.99693656,0.10060178
0.35442713,0.68191933,-0.0782144,0.99693656,0.10060178,-0.83489226,0.35783673,0.68167361,-0.07771292,0.99697578,0.09925547
0.35783673,0.68167361,-0.07771292,0.99697578,0.09925547,-0.83015024,0.3612451,0.68142894,-0.07721813,0.99701422,0.097918
0.3612451,0.68142894,-0.07721813,0.99701422,0.097918,-0.82544073,0.36465224,0.68118534,-0.07672999,0.99705191,0.09658924
0.36465224,0.68118534,-0.07672999,0.99705191,0.09658924,-0.82076347,0.36805817,0.68094282,-0.07624846,0.99708885,0.09526904
